gender,race,years_experience,education,education_num,skill_score,interview_score,base_score,penalty,hire
Female,White,10.6,HS,0,48.9,64.0,66.36000000000001,-2.0,0
Male,Black,4.7,Bachelors,1,66.7,65.9,62.440000000000005,-5.0,0
Male,White,1.3,Bachelors,1,68.1,82.3,62.76,0.0,0
Female,White,11.3,Bachelors,1,71.5,78.8,82.72,-2.0,1
Male,Hispanic,9.8,HS,0,65.5,86.5,80.4,0.0,1
Female,White,7.0,Bachelors,1,79.5,58.1,69.04,-2.0,1
Male,Hispanic,2.6,Bachelors,1,64.2,65.9,57.24000000000001,0.0,0
Male,Hispanic,4.9,Bachelors,1,41.0,79.1,57.84,0.0,0
Female,Hispanic,4.5,Bachelors,1,67.8,75.4,66.28,-2.0,1
Female,Asian,6.0,Bachelors,1,34.5,88.4,61.16000000000001,-2.0,1
Female,White,9.4,HS,0,75.3,75.0,78.92,-2.0,0
Female,White,7.6,Bachelors,1,55.3,92.2,74.2,-2.0,0
Female,Black,1.8,HS,0,72.5,76.5,63.2,-7.0,0
Male,White,9.1,Masters,2,89.7,82.7,87.16000000000001,0.0,1
Male,Black,5.9,Bachelors,1,55.8,66.1,60.56,-5.0,0
Female,Black,7.1,Bachelors,1,85.9,70.2,76.64000000000001,-7.0,1
Female,Black,9.4,Masters,2,63.5,80.9,76.56,-7.0,1
Female,White,1.7,Bachelors,1,96.3,89.4,77.68,-2.0,0
Male,White,4.9,Bachelors,1,64.5,78.8,67.12,0.0,0
Male,White,3.4,Masters,2,57.4,69.0,57.36,0.0,0
Female,White,0.3,Masters,2,80.3,86.5,67.32,-2.0,0
Male,Hispanic,6.0,Bachelors,1,63.5,43.7,54.88,0.0,0
Female,White,12.5,HS,0,57.4,52.9,69.12,-2.0,0
Female,White,0.0,Bachelors,1,62.8,78.2,56.400000000000006,-2.0,0
Male,White,4.9,Masters,2,69.3,70.2,65.6,0.0,1
Female,Black,6.9,HS,0,90.1,77.3,80.76,-7.0,1
Female,Black,5.4,Bachelors,1,41.0,70.8,55.519999999999996,-7.0,0
Male,White,4.7,Masters,2,70.3,76.9,68.28000000000002,0.0,1
Female,White,1.1,HS,0,79.4,60.2,58.040000000000006,-2.0,0
Female,White,5.7,Masters,2,72.9,76.8,71.28,-2.0,0
Female,White,2.7,Bachelors,1,89.6,81.9,74.0,-2.0,1
Male,Black,0.0,Bachelors,1,68.9,84.6,61.4,-5.0,0
Female,Black,8.6,HS,0,67.2,94.2,81.76,-7.0,1
Male,White,7.9,Masters,2,78.9,72.9,76.52000000000001,0.0,1
Male,White,5.2,Bachelors,1,71.5,73.3,68.32000000000001,0.0,1
Female,Asian,5.7,Bachelors,1,64.1,51.7,57.720000000000006,-2.0,0
Male,White,8.2,Bachelors,1,77.7,63.6,72.92,0.0,1
Male,Black,5.7,Masters,2,60.2,67.7,62.56,-5.0,1
Female,White,7.7,PhD,3,60.8,82.6,72.76,-2.0,1
Female,White,4.1,Bachelors,1,62.1,62.7,58.120000000000005,-2.0,1
Female,White,8.9,Bachelors,1,90.3,79.6,85.75999999999999,-2.0,1
Female,White,6.0,PhD,3,21.7,70.0,48.68,-2.0,0
Male,Asian,5.6,Bachelors,1,75.9,67.9,68.72000000000001,0.0,1
Male,White,1.2,Bachelors,1,70.5,73.0,59.800000000000004,0.0,0
Male,White,5.9,HS,0,44.8,65.3,55.84,0.0,0
Female,White,2.5,Masters,2,74.6,64.9,60.800000000000004,-2.0,0
Female,White,3.1,Bachelors,1,77.1,49.5,56.84,-2.0,0
Female,White,2.6,Bachelors,1,78.8,67.0,63.52,-2.0,1
Female,White,1.8,Bachelors,1,30.2,64.2,41.36000000000001,-2.0,0
Male,Hispanic,11.4,Bachelors,1,90.5,63.8,84.52,0.0,1
Male,White,9.0,Bachelors,1,58.9,75.0,71.56,0.0,0
Male,White,10.8,HS,0,80.3,77.9,84.88,0.0,1
Female,Asian,1.3,Bachelors,1,81.1,72.8,64.16,-2.0,1
Male,White,5.2,Bachelors,1,56.8,81.9,65.88000000000001,0.0,1
Female,Asian,1.1,Bachelors,1,79.9,76.9,64.92000000000002,-2.0,1
Male,White,2.9,Masters,2,64.2,66.5,58.08,0.0,0
Male,Hispanic,2.2,Masters,2,38.9,64.4,45.720000000000006,0.0,0
Male,Black,8.7,Masters,2,87.5,73.8,81.92,-5.0,1
Female,Hispanic,3.8,HS,0,58.4,76.9,61.720000000000006,-2.0,0
Female,Asian,8.2,Bachelors,1,57.2,86.8,74.0,-2.0,0
Male,White,6.8,Bachelors,1,64.0,84.3,72.92,0.0,1
Male,Asian,11.9,Masters,2,74.1,63.5,78.84,0.0,0
Female,White,0.6,Masters,2,69.1,68.8,56.36,-2.0,0
Male,White,8.8,Masters,2,78.2,78.1,80.12,0.0,0
Female,White,8.4,Bachelors,1,49.9,82.8,69.88,-2.0,0
Female,White,2.1,Bachelors,1,58.9,81.3,60.28000000000001,-2.0,0
Male,White,8.0,Bachelors,1,68.3,69.2,71.0,0.0,1
Male,Black,6.0,Bachelors,1,98.5,55.0,73.4,-5.0,1
Female,White,4.3,HS,0,68.3,58.0,59.120000000000005,-2.0,0
Male,Hispanic,2.5,Masters,2,86.3,73.3,68.84,0.0,1
Male,Hispanic,2.8,Bachelors,1,70.6,74.1,63.48,0.0,0
Female,White,11.1,Bachelors,1,62.7,56.8,70.0,-2.0,0
Female,White,5.0,HS,0,66.3,70.5,64.72,-2.0,0
Female,White,7.3,Masters,2,67.5,77.6,72.64,-2.0,1
Female,White,2.6,Bachelors,1,79.1,56.2,59.32000000000001,-2.0,1
Male,White,2.7,Bachelors,1,90.6,83.3,74.96000000000001,0.0,0
Male,White,8.2,Masters,2,75.4,65.5,72.76,0.0,1
Female,White,1.0,Bachelors,1,87.8,85.1,71.16,-2.0,1
Female,Asian,3.8,Bachelors,1,55.5,63.6,55.24,-2.0,0
Male,Black,5.1,HS,0,63.8,57.7,58.800000000000004,-5.0,0
Female,White,5.3,Bachelors,1,59.1,64.5,60.04,-2.0,0
Male,Black,4.5,Masters,2,74.7,68.9,66.44,-5.0,0
Male,White,6.2,Masters,2,64.6,65.3,64.36,0.0,0
Male,White,7.1,Bachelors,1,80.9,67.4,73.52000000000001,0.0,1
Male,Black,7.2,Bachelors,1,56.0,74.0,66.4,-5.0,0
Male,White,2.0,Bachelors,1,70.6,67.9,59.400000000000006,0.0,0
Male,White,4.1,HS,0,80.3,69.2,68.0,0.0,0
Male,Asian,8.6,Bachelors,1,39.0,49.5,52.60000000000001,0.0,0
Female,Hispanic,7.7,Bachelors,1,100.0,74.7,85.28,-2.0,1
Female,Black,0.9,Bachelors,1,65.8,68.9,55.68,-7.0,0
Female,Black,6.1,Masters,2,39.6,89.3,63.760000000000005,-7.0,0
Female,Black,0.0,Bachelors,1,72.4,58.7,52.44000000000001,-7.0,0
Male,White,5.1,Bachelors,1,70.5,48.3,57.720000000000006,0.0,0
Male,White,10.7,Bachelors,1,68.8,77.4,79.88000000000001,0.0,1
Female,White,2.2,Masters,2,84.9,74.2,68.04,-2.0,0
Male,White,2.5,Bachelors,1,81.2,57.9,60.64,0.0,0
Female,White,7.3,HS,0,74.5,51.6,65.03999999999999,-2.0,0
Male,White,0.4,Bachelors,1,76.8,88.4,66.88000000000001,0.0,0
Female,Asian,3.1,Masters,2,68.4,87.0,68.36000000000001,-2.0,1
Male,Asian,6.8,Bachelors,1,96.6,40.2,68.32,0.0,0
Female,Black,3.1,Masters,2,47.8,64.5,51.120000000000005,-7.0,0
Female,White,4.3,PhD,3,72.1,90.0,73.44,-2.0,1
Female,Hispanic,7.2,Masters,2,71.0,64.3,68.52000000000001,-2.0,1
Male,White,6.3,Bachelors,1,82.2,64.1,71.12,0.0,0
Female,Hispanic,5.8,Bachelors,1,57.3,66.6,61.160000000000004,-2.0,1
Female,White,4.0,HS,0,43.8,56.5,48.120000000000005,-2.0,0
Female,Hispanic,6.1,PhD,3,72.4,49.5,60.96000000000001,-2.0,0
Female,White,4.6,Bachelors,1,74.2,82.6,71.92,-2.0,1
Female,Hispanic,6.4,Bachelors,1,92.3,47.9,68.88,-2.0,1
Male,Asian,3.5,Bachelors,1,50.9,73.0,56.56,0.0,1
Female,White,4.5,Bachelors,1,87.3,80.6,76.16,-2.0,1
Female,White,2.0,Bachelors,1,100.0,52.6,65.04,-2.0,1
Female,Asian,4.9,Bachelors,1,64.3,58.9,59.08,-2.0,0
Male,White,2.6,Bachelors,1,50.6,84.6,59.28,0.0,0
Male,Hispanic,1.7,Masters,2,63.9,76.4,59.52,0.0,0
Female,Black,5.8,Bachelors,1,70.2,62.6,64.72,-7.0,0
Female,White,5.6,Bachelors,1,78.5,84.4,76.36000000000001,-2.0,0
Male,White,7.3,Bachelors,1,61.1,84.5,72.84,0.0,1
Female,White,3.7,Bachelors,1,93.3,73.2,74.0,-2.0,0
Male,Hispanic,6.2,Masters,2,53.3,59.2,57.4,0.0,0
Male,White,6.7,Bachelors,1,43.9,65.0,56.96,0.0,0
Male,White,6.3,Bachelors,1,86.6,73.4,76.6,0.0,1
Male,White,2.5,Bachelors,1,35.9,67.7,46.44,0.0,0
Female,Black,5.4,Masters,2,66.9,81.3,70.08000000000001,-7.0,0
Male,Hispanic,6.1,Bachelors,1,100.0,51.6,72.84,0.0,0
Female,Asian,5.0,Masters,2,69.8,52.1,58.760000000000005,-2.0,1
Female,White,0.0,HS,0,53.2,72.2,50.160000000000004,-2.0,0
Female,Hispanic,5.5,Bachelors,1,69.1,64.1,64.28,-2.0,0
Female,Hispanic,11.6,Bachelors,1,69.2,62.5,75.88000000000001,-2.0,1
Male,Black,3.9,Masters,2,72.4,48.8,56.28,-5.0,0
Female,Asian,2.8,Bachelors,1,79.9,70.2,65.64,-2.0,0
Female,White,6.1,Masters,2,54.4,69.4,61.72000000000001,-2.0,0
Male,White,5.9,Bachelors,1,95.3,77.8,81.03999999999999,0.0,1
Female,Hispanic,8.6,Bachelors,1,73.7,70.8,75.0,-2.0,0
Female,White,1.2,HS,0,80.9,68.4,62.12000000000001,-2.0,0
Female,Hispanic,7.2,Masters,2,60.6,84.1,72.28,-2.0,1
Female,Hispanic,6.8,Bachelors,1,89.3,54.3,71.03999999999999,-2.0,1
Female,White,4.6,Masters,2,66.1,76.4,66.2,-2.0,1
Male,Hispanic,6.0,Masters,2,74.2,49.9,61.64,0.0,1
Female,White,8.1,Masters,2,56.0,59.9,62.56,-2.0,0
Female,White,7.6,Bachelors,1,55.0,55.4,59.36,-2.0,1
Male,Black,1.6,Bachelors,1,80.3,79.4,67.08,-5.0,1
Male,Asian,7.5,Masters,2,63.3,69.2,68.0,0.0,1
Male,White,4.8,HS,0,57.2,69.8,60.400000000000006,0.0,0
Female,White,5.2,Bachelors,1,60.4,56.7,57.24,-2.0,0
Female,Black,5.2,HS,0,80.5,66.4,69.16000000000001,-7.0,0
Male,Black,4.5,Bachelors,1,60.6,60.8,57.56,-5.0,0
Female,Black,8.6,Bachelors,1,68.2,74.6,74.32000000000001,-7.0,1
Male,White,4.7,Bachelors,1,70.2,58.1,60.720000000000006,0.0,0
Female,White,1.6,Bachelors,1,41.2,86.0,54.08,-2.0,0
Female,White,3.8,Bachelors,1,47.9,49.9,46.720000000000006,-2.0,0
Female,Hispanic,5.5,Bachelors,1,75.0,60.3,65.12,-2.0,1
Male,White,8.7,HS,0,58.9,90.1,77.0,0.0,1
Male,White,6.8,Bachelors,1,85.9,64.8,73.88000000000001,0.0,0
Male,Asian,2.4,Bachelors,1,84.5,54.2,60.28,0.0,0
Male,White,12.5,Bachelors,1,80.8,72.6,86.36,0.0,1
Female,Asian,5.8,Bachelors,1,97.3,64.3,76.24000000000001,-2.0,1
Female,Black,8.8,Bachelors,1,68.8,60.0,69.12,-7.0,0
Female,Hispanic,4.5,Masters,2,79.7,56.8,63.6,-2.0,0
Female,White,6.6,Bachelors,1,61.2,100.0,77.68,-2.0,1
Female,White,7.5,Masters,2,100.0,67.0,81.8,-2.0,1
Female,Black,8.7,Bachelors,1,99.8,46.9,76.08000000000001,-7.0,1
Female,Hispanic,8.2,Bachelors,1,70.2,87.9,79.64000000000001,-2.0,1
Female,Black,7.6,Bachelors,1,75.8,77.3,76.44,-7.0,1
Male,White,4.1,HS,0,90.4,60.8,68.68,0.0,0
Male,Hispanic,3.3,Bachelors,1,67.8,58.8,57.24,0.0,0
Male,Hispanic,6.0,Bachelors,1,60.2,78.1,67.32,0.0,0
Female,Black,7.8,Bachelors,1,83.1,67.0,75.64000000000001,-7.0,1
Female,Hispanic,4.3,HS,0,71.2,46.9,55.84000000000001,-2.0,0
Male,Hispanic,8.2,HS,0,72.7,91.4,82.04,0.0,1
Female,Black,9.4,Masters,2,57.5,64.8,67.72,-7.0,0
Female,White,2.3,Bachelors,1,44.2,87.9,57.440000000000005,-2.0,0
Male,White,2.5,HS,0,73.5,85.3,68.52,0.0,0
Male,White,4.6,Bachelors,1,83.6,58.0,65.84,0.0,0
Female,White,5.9,Bachelors,1,66.6,82.4,71.4,-2.0,0
Female,White,3.4,Masters,2,91.5,62.2,68.28,-2.0,0
Female,White,9.1,HS,0,59.4,47.6,61.0,-2.0,0
Female,White,6.3,Bachelors,1,54.2,64.9,60.24000000000001,-2.0,0
Female,White,5.1,Masters,2,69.0,74.8,67.72,-2.0,0
Female,Hispanic,0.7,HS,0,68.8,64.4,54.68,-2.0,0
Female,Asian,1.1,Bachelors,1,81.5,66.3,61.32000000000001,-2.0,0
Female,White,5.8,PhD,3,58.4,83.7,68.44,-2.0,1
Male,Asian,0.0,Bachelors,1,90.5,71.3,64.72,0.0,0
Male,White,8.0,Bachelors,1,99.5,59.9,79.76,0.0,1
Male,White,4.5,HS,0,69.4,78.4,68.12,0.0,1
Female,White,14.7,HS,0,88.7,72.4,93.84000000000002,-2.0,1
Female,White,11.9,Bachelors,1,54.2,39.7,61.36,-2.0,0
Female,Hispanic,4.5,Masters,2,86.1,75.1,73.47999999999999,-2.0,1
Male,Black,4.7,Bachelors,1,85.7,74.7,73.56,-5.0,1
Male,White,8.0,Masters,2,83.0,70.2,77.28,0.0,1
Male,White,10.1,Masters,2,69.8,80.7,80.4,0.0,1
Male,White,0.1,Bachelors,1,25.7,61.9,35.24000000000001,0.0,0
Female,White,0.0,Bachelors,1,60.4,74.0,53.760000000000005,-2.0,0
Male,White,3.1,Bachelors,1,60.6,51.2,50.92000000000001,0.0,0
Male,White,6.7,Masters,2,55.3,74.9,65.48,0.0,1
Female,Hispanic,6.5,Masters,2,71.8,93.4,79.08000000000001,-2.0,1
Male,Asian,8.2,HS,0,63.7,58.1,65.12,0.0,0
Female,White,1.4,Bachelors,1,57.6,60.9,50.2,-2.0,0
Female,Asian,0.0,Bachelors,1,54.1,61.5,46.24,-2.0,0
Male,White,7.6,Masters,2,59.3,71.6,67.56,0.0,1
Female,White,2.5,HS,0,86.8,57.2,62.6,-2.0,0
Female,White,0.0,Bachelors,1,60.1,75.1,54.08,-2.0,1
Female,Black,5.4,Masters,2,62.3,80.2,67.80000000000001,-7.0,0
Male,Asian,7.4,Bachelors,1,63.1,76.4,70.60000000000001,0.0,1
Female,Black,4.6,Bachelors,1,75.1,48.8,58.760000000000005,-7.0,0
Male,White,3.6,HS,0,76.8,81.9,70.68,0.0,0
Male,Black,4.5,Bachelors,1,24.3,81.2,51.2,-5.0,0
Male,White,3.9,Bachelors,1,85.3,80.0,73.92,0.0,1
Female,Hispanic,1.0,Masters,2,91.5,74.5,68.4,-2.0,0
Male,White,2.9,Bachelors,1,54.2,72.6,56.519999999999996,0.0,0
Male,White,6.6,Bachelors,1,55.4,82.4,68.32000000000001,0.0,1
Female,Black,6.0,Bachelors,1,63.2,93.1,74.52000000000001,-7.0,0
Male,Black,5.5,Bachelors,1,58.7,58.6,57.92,-5.0,0
Male,White,2.0,Bachelors,1,73.4,82.9,66.52000000000001,0.0,1
Male,Black,4.5,Masters,2,40.8,69.0,52.92,-5.0,0
Male,White,0.0,Masters,2,53.2,68.4,48.64,0.0,0
Male,Black,5.5,Bachelors,1,93.1,51.6,68.88,-5.0,1
Male,Hispanic,9.3,Bachelors,1,56.1,66.6,67.68,0.0,1
Female,Hispanic,0.6,HS,0,88.7,58.0,59.88000000000001,-2.0,1
Male,Black,3.2,Masters,2,75.3,64.4,62.28000000000001,-5.0,0
Male,White,6.0,HS,0,42.9,56.8,51.879999999999995,0.0,0
Female,White,8.8,Masters,2,79.5,64.6,75.24000000000001,-2.0,1
Male,Hispanic,3.7,Bachelors,1,68.2,65.1,60.72,0.0,0
Female,White,2.9,Masters,2,63.2,71.2,59.56,-2.0,0
Male,White,0.0,Masters,2,73.7,50.6,49.720000000000006,0.0,0
Male,White,5.3,Masters,2,77.1,52.7,62.52,0.0,1
Male,White,11.1,Bachelors,1,80.6,74.3,84.16,0.0,1
Male,Black,5.8,Bachelors,1,87.7,60.4,70.84,-5.0,0
Male,White,4.9,Bachelors,1,76.1,82.9,73.4,0.0,1
Male,Black,6.0,Masters,2,49.4,72.7,60.84,-5.0,0
Male,White,5.0,HS,0,62.9,77.3,66.08,0.0,1
Male,White,2.6,PhD,3,100.0,86.9,79.96000000000001,0.0,1
Male,White,7.5,Masters,2,80.9,66.3,73.88000000000001,0.0,0
Male,White,5.7,Bachelors,1,100.0,63.1,76.64000000000001,0.0,1
Male,White,5.1,Masters,2,90.9,80.5,78.76,0.0,1
Female,Black,2.1,Bachelors,1,73.6,76.1,64.08,-7.0,0
Female,White,8.9,Bachelors,1,74.5,67.8,74.72,-2.0,0
Male,Hispanic,7.0,Bachelors,1,69.5,86.7,76.48,0.0,1
Female,White,3.3,Bachelors,1,43.9,67.5,51.160000000000004,-2.0,0
Female,White,8.0,Masters,2,70.3,70.4,72.28,-2.0,1
Male,Black,3.5,Bachelors,1,88.2,70.3,70.4,-5.0,1
Female,White,2.7,Bachelors,1,61.0,58.8,53.32,-2.0,0
Female,White,2.7,Bachelors,1,76.2,70.9,64.24000000000001,-2.0,0
Male,White,0.0,Masters,2,82.8,86.8,67.84,0.0,0
Male,White,6.4,HS,0,56.4,75.3,65.48,0.0,1
Female,Hispanic,0.0,Masters,2,63.2,70.4,53.440000000000005,-2.0,0
Female,White,1.3,Bachelors,1,54.7,68.1,51.720000000000006,-2.0,0
Male,Hispanic,0.0,Bachelors,1,57.7,74.0,52.68000000000001,0.0,0
Male,Hispanic,4.7,Bachelors,1,50.7,79.0,61.28,0.0,0
Male,White,4.5,Bachelors,1,56.5,77.3,62.52,0.0,0
Male,Asian,4.0,Masters,2,91.3,66.0,70.92,0.0,0
Female,White,1.9,Bachelors,1,56.3,73.9,55.879999999999995,-2.0,1
Male,Asian,1.5,Masters,2,71.9,75.8,62.080000000000005,0.0,0
Male,White,6.4,HS,0,62.5,57.9,60.959999999999994,0.0,0
Female,Black,3.3,Bachelors,1,87.7,72.0,70.48,-7.0,1
Male,White,5.9,PhD,3,89.7,44.1,65.32000000000001,0.0,0
Male,White,2.3,Masters,2,83.0,75.8,68.12,0.0,1
Female,Black,5.5,Bachelors,1,74.6,77.9,72.0,-7.0,0
Female,Black,8.9,Bachelors,1,66.5,79.0,76.0,-7.0,0
Female,White,6.8,Bachelors,1,52.1,65.3,60.56000000000001,-2.0,0
Female,White,3.8,Bachelors,1,99.2,73.7,76.76,-2.0,1
Male,Black,5.8,Masters,2,58.6,87.1,69.88,-5.0,0
Male,Black,4.3,Masters,2,80.0,87.0,75.4,-5.0,1
Female,Asian,5.0,Bachelors,1,85.9,69.6,72.2,-2.0,0
Male,Hispanic,4.0,Masters,2,61.7,71.7,61.36000000000001,0.0,1
Male,Asian,4.5,Bachelors,1,85.6,83.3,76.56,0.0,1
Male,Black,5.6,Bachelors,1,81.5,52.0,64.60000000000001,-5.0,0
Male,White,2.0,Bachelors,1,95.9,66.1,68.80000000000001,0.0,0
Male,White,2.0,Bachelors,1,63.0,86.0,63.6,0.0,0
Male,Hispanic,0.8,Bachelors,1,50.7,81.7,54.56,0.0,0
Male,Black,0.2,Bachelors,1,62.4,74.4,55.120000000000005,-5.0,0
Male,White,1.3,Bachelors,1,73.1,51.9,52.6,0.0,0
Female,White,5.5,Bachelors,1,70.9,69.4,67.12,-2.0,0
Female,Asian,2.3,Masters,2,64.1,62.9,55.4,-2.0,0
Female,White,6.5,Bachelors,1,41.4,74.0,59.16,-2.0,0
Female,White,5.1,HS,0,77.1,60.3,65.16,-2.0,0
Male,White,0.0,Masters,2,99.6,57.7,62.92,0.0,1
Male,White,7.0,Masters,2,77.0,45.2,62.88,0.0,1
Female,White,7.4,Masters,2,79.1,84.7,80.32000000000001,-2.0,0
Female,White,2.0,Bachelors,1,78.6,65.2,61.519999999999996,-2.0,1
Female,White,6.3,HS,0,76.0,71.9,71.76000000000002,-2.0,0
Male,Hispanic,2.4,Bachelors,1,84.0,70.0,66.4,0.0,0
Male,White,5.3,HS,0,75.9,57.2,63.84000000000001,0.0,0
Male,Hispanic,1.2,Masters,2,65.3,54.9,50.48,0.0,0
Male,Hispanic,0.0,Bachelors,1,58.1,57.9,46.400000000000006,0.0,0
Female,White,3.9,Bachelors,1,66.3,61.3,58.84,-2.0,1
Female,Black,4.6,Bachelors,1,74.7,74.4,68.84,-7.0,0
Male,White,3.8,Bachelors,1,65.3,60.5,57.92000000000001,0.0,0
Female,Hispanic,1.4,Masters,2,74.7,91.0,69.08,-2.0,0
Female,White,3.8,Bachelors,1,76.6,82.3,71.16,-2.0,0
Male,Black,5.8,Bachelors,1,82.5,79.7,76.47999999999999,-5.0,0
Male,Black,4.9,Bachelors,1,89.2,68.6,72.92,-5.0,0
Male,White,5.5,Bachelors,1,71.2,88.2,74.76,0.0,0
Male,White,3.0,HS,0,50.4,67.4,53.120000000000005,0.0,0
Male,Black,8.5,Bachelors,1,64.8,69.6,70.76,-5.0,1
Male,Black,1.5,Bachelors,1,70.7,72.0,60.08,-5.0,0
Male,White,6.5,Masters,2,42.5,78.4,61.36,0.0,1
Male,Black,8.5,Masters,2,90.8,77.6,84.36,-5.0,0
Female,White,6.4,Masters,2,72.1,64.3,67.36,-2.0,1
Male,Black,4.4,Masters,2,75.7,63.6,64.52,-5.0,0
Female,White,3.4,Bachelors,1,90.5,77.7,74.08,-2.0,0
Male,Hispanic,8.1,HS,0,60.5,78.6,71.84,0.0,1
Female,White,0.7,Bachelors,1,78.6,65.3,58.96,-2.0,0
Male,White,2.1,Masters,2,68.4,51.0,51.96000000000001,0.0,0
Male,White,3.8,PhD,3,67.2,67.5,61.480000000000004,0.0,1
Female,White,8.7,Masters,2,58.4,77.5,71.76,-2.0,0
Female,White,6.1,HS,0,95.0,91.7,86.88000000000001,-2.0,0
Female,White,2.1,Masters,2,64.4,55.6,52.20000000000001,-2.0,0
Male,Hispanic,4.1,Bachelors,1,80.5,64.9,66.36000000000001,0.0,0
Male,White,3.2,HS,0,41.9,65.3,49.28,0.0,1
Female,White,2.9,Bachelors,1,87.7,86.3,75.4,-2.0,1
Female,White,7.9,HS,0,85.8,69.6,77.96,-2.0,0
Female,White,0.9,Bachelors,1,71.5,59.1,54.04,-2.0,0
Female,White,9.8,Bachelors,1,66.6,76.7,76.92000000000002,-2.0,1
Male,White,7.5,Bachelors,1,76.0,65.1,71.44,0.0,1
Female,White,8.3,Bachelors,1,100.0,55.3,78.72,-2.0,1
Male,White,3.6,Masters,2,43.6,59.3,48.36,0.0,0
Male,White,4.6,Bachelors,1,81.7,90.8,78.2,0.0,1
Male,Black,0.7,Bachelors,1,56.3,74.6,53.76,-5.0,0
Female,White,3.4,Masters,2,69.7,71.3,63.2,-2.0,0
Male,White,6.5,Masters,2,66.3,67.0,66.32,0.0,0
Male,Asian,8.9,HS,0,63.6,73.5,72.64,0.0,0
Female,White,1.7,Bachelors,1,69.8,73.4,60.68,-2.0,0
Male,Black,3.9,Bachelors,1,53.0,73.5,58.400000000000006,-5.0,1
Female,White,4.5,HS,0,85.4,71.4,71.72,-2.0,1
Male,Hispanic,0.8,Bachelors,1,43.1,80.4,51.00000000000001,0.0,0
Male,Hispanic,6.8,Masters,2,78.1,70.3,72.96000000000001,0.0,0
Female,White,2.8,Bachelors,1,65.1,58.3,54.96,-2.0,0
Male,Asian,4.4,Masters,2,52.4,62.7,54.84,0.0,0
Male,White,3.6,Masters,2,73.0,46.3,54.92,0.0,0
Male,White,2.6,Masters,2,46.6,94.3,61.56,0.0,1
Male,Hispanic,5.0,Bachelors,1,70.6,80.4,70.4,0.0,0
Female,Hispanic,4.4,Masters,2,48.7,60.0,52.28,-2.0,0
Male,White,3.9,Bachelors,1,76.9,66.6,65.2,0.0,1
Female,White,2.8,Bachelors,1,56.1,62.4,53.00000000000001,-2.0,0
Male,White,6.0,HS,0,63.2,88.5,72.68,0.0,1
Female,White,10.0,HS,0,74.4,53.0,70.96000000000001,-2.0,0
Female,Hispanic,5.4,Masters,2,58.4,71.4,62.72,-2.0,1
Female,White,8.0,Bachelors,1,69.1,68.7,71.12,-2.0,1
Male,White,0.8,Bachelors,1,47.3,79.9,52.480000000000004,0.0,0
Male,White,5.5,Bachelors,1,79.5,68.8,70.32,0.0,1
Male,White,1.7,Bachelors,1,96.5,48.9,61.56,0.0,0
Female,White,0.6,HS,0,100.0,67.0,68.0,-2.0,1
Female,Black,2.8,Masters,2,71.4,58.3,57.480000000000004,-7.0,0
Female,Asian,8.6,HS,0,81.8,71.0,78.32000000000001,-2.0,1
Male,Hispanic,7.9,Bachelors,1,43.3,87.2,68.0,0.0,0
Female,White,5.7,Bachelors,1,92.5,49.1,68.04,-2.0,0
Female,Hispanic,0.4,Bachelors,1,81.6,60.4,57.599999999999994,-2.0,0
Male,Hispanic,4.4,Bachelors,1,62.7,63.4,59.239999999999995,0.0,0
Male,Hispanic,5.9,Bachelors,1,88.6,65.4,73.4,0.0,1
Female,White,5.5,PhD,3,66.2,78.9,69.04,-2.0,0
Female,White,0.0,Bachelors,1,63.1,67.9,52.400000000000006,-2.0,0
Female,White,2.3,HS,0,77.1,75.0,65.44,-2.0,0
Male,White,4.8,Bachelors,1,54.0,62.5,56.2,0.0,0
Female,White,6.6,Masters,2,85.3,72.8,76.44,-2.0,1
Male,White,0.0,Bachelors,1,54.2,79.3,53.400000000000006,0.0,0
Male,White,4.5,HS,0,54.2,61.2,55.16000000000001,0.0,0
Male,Black,5.4,Masters,2,56.4,79.4,65.12,-5.0,1
Female,White,7.5,Bachelors,1,81.4,70.6,75.8,-2.0,0
Female,White,7.1,Bachelors,1,60.7,82.5,71.48,-2.0,0
Female,Asian,6.7,HS,0,49.8,67.6,60.36,-2.0,0
Male,Asian,2.6,HS,0,60.9,74.6,59.400000000000006,0.0,1
Female,Hispanic,0.0,Bachelors,1,69.5,69.5,55.6,-2.0,0
Male,Asian,3.8,Bachelors,1,52.3,68.8,56.04,0.0,0
Female,White,8.0,Bachelors,1,52.7,73.1,66.32,-2.0,0
Male,Asian,9.2,Bachelors,1,100.0,76.4,88.96000000000001,0.0,1
Male,White,7.1,Bachelors,1,57.1,55.0,59.040000000000006,0.0,0
Male,White,6.3,Masters,2,65.2,87.2,73.56,0.0,0
Male,White,6.1,Masters,2,64.5,47.7,57.080000000000005,0.0,1
Female,White,3.3,Masters,2,63.7,61.8,56.800000000000004,-2.0,0
Female,White,4.6,HS,0,79.3,68.9,68.48,-2.0,0
Male,Black,10.0,HS,0,84.2,74.9,83.64,-5.0,1
Female,Hispanic,2.2,Bachelors,1,65.4,88.9,66.12,-2.0,0
Male,Black,9.8,Bachelors,1,51.5,47.7,59.28000000000001,-5.0,0
Female,White,4.0,PhD,3,89.1,63.9,69.2,-2.0,0
Female,Hispanic,9.0,Bachelors,1,68.6,44.5,63.239999999999995,-2.0,0
Female,Black,0.8,Bachelors,1,96.0,70.4,68.16,-7.0,0
